Unnamed: 0,system:index,elevation,surface_runoff_sum,temperature_2m,total_precipitation_sum,volumetric_soil_water_layer_1,.geo,longitude,latitude,geometry,index_right,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm2_ref_n,sendist_en,sendistpco,center_lat,center_lon,distance,state_name,lga,region_type,flood_influence,historical_flood_lga,high_risk_state,hybrid_score,flood_label
2215,2215,54,0.0007426430582184,299.6504031503002,0.0055857093627856,0.424698456045012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.794133582570914,6.243291224630674]}",5.794133582570914,6.243291224630674,POINT (5.794133582570913 6.243291224630673),334,Ikpoba-Okha,,,,NG012011,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,857.07639909,v01,en,,,,Ikpoba-Okha,Edo South,NG01201,6.19976541,5.6622467,0.0,Edo,Ikpoba-Okha,Coastal/Delta,River Flooding,0,0,6,1
2216,2216,70,0.0006800900272504,299.58561440158326,0.0052867701289604,0.4332921712815296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.8839651109828655,6.243291224630674]}",5.8839651109828655,6.243291224630674,POINT (5.883965110982865 6.243291224630673),607,Orhionmwon,,,,NG012013,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,2410.76364155,v01,en,,,,Orhionmwon,Edo South,NG01201,6.08841755,5.94836007,0.0,Edo,Orhionmwon,Coastal/Delta,River Flooding,0,0,4,1
2217,2217,80,0.0006444121484395,299.5008500617297,0.0052534375813837,0.4326578358183443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.973796639394818,6.243291224630674]}",5.973796639394818,6.243291224630674,POINT (5.973796639394817 6.243291224630673),607,Orhionmwon,,,,NG012013,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,2410.76364155,v01,en,,,,Orhionmwon,Edo South,NG01201,6.08841755,5.94836007,0.0,Edo,Orhionmwon,Coastal/Delta,River Flooding,0,0,4,1
2218,2218,129,0.0006800888778683,299.45496261854385,0.0052498884832041,0.4316830239701493,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.06362816780677,6.243291224630674]}",6.06362816780677,6.243291224630674,POINT (6.06362816780677 6.243291224630673),607,Orhionmwon,,,,NG012013,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,2410.76364155,v01,en,,,,Orhionmwon,Edo South,NG01201,6.08841755,5.94836007,0.0,Edo,Orhionmwon,Coastal/Delta,River Flooding,0,0,4,1
2219,2219,174,0.0006869857691292,299.5082629035635,0.0050984189685937,0.425958366748062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.1534596962187225,6.243291224630674]}",6.1534596962187225,6.243291224630674,POINT (6.153459696218722 6.243291224630673),322,Ika South,,,,NG010008,Delta,,,,NG010,Nigeria,,,,NG,2019-04-17,,435.59292097,v01,en,,,,Ika South,Delta North,NG01002,6.18730663,6.13356177,0.0,Delta,Ika South,Coastal/Delta,River+Coastal,0,1,3,0
2220,2220,206,0.0006869857691292,299.5082629035635,0.0050984189685937,0.425958366748062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.243291224630674,6.243291224630674]}",6.243291224630674,6.243291224630674,POINT (6.243291224630674 6.243291224630673),321,Ika North East,,,,NG010007,Delta,,,,NG010,Nigeria,,,,NG,2019-04-17,,467.70072246,v01,en,,,,Ika North East,Delta North,NG01002,6.23676851,6.32092515,0.0,Delta,Ika North East,Coastal/Delta,River+Coastal,0,1,3,0
2221,2221,240,0.0006249921438031,299.60955292286576,0.0048313891908463,0.4255611103962638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.333122753042626,6.243291224630674]}",6.333122753042626,6.243291224630674,POINT (6.333122753042626 6.243291224630673),321,Ika North East,,,,NG010007,Delta,,,,NG010,Nigeria,,,,NG,2019-04-17,,467.70072246,v01,en,,,,Ika North East,Delta North,NG01002,6.23676851,6.32092515,0.0,Delta,Ika North East,Coastal/Delta,River+Coastal,0,1,2,0
2222,2222,217,0.0002387787267694,299.6741087852719,0.0046049094275342,0.2833604085722885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.422954281454579,6.243291224630674]}",6.422954281454579,6.243291224630674,POINT (6.422954281454578 6.243291224630673),57,Aniocha South,,,,NG010002,Delta,,,,NG010,Nigeria,,,,NG,2019-04-17,,870.4803051,v01,en,,,,Aniocha South,Delta North,NG01002,6.14492469,6.4739027,0.0,Delta,Aniocha South,Coastal/Delta,River+Coastal,0,1,1,0
2223,2223,249,0.0001929557143907,299.9762460501713,0.0043161205709077,0.2659815523190235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.51278580986653,6.243291224630674]}",6.51278580986653,6.243291224630674,POINT (6.51278580986653 6.243291224630673),57,Aniocha South,,,,NG010002,Delta,,,,NG010,Nigeria,,,,NG,2019-04-17,,870.4803051,v01,en,,,,Aniocha South,Delta North,NG01002,6.14492469,6.4739027,0.0,Delta,Aniocha South,Coastal/Delta,River+Coastal,0,1,1,0
2224,2224,117,5.273947374073135e-05,300.48018818026344,0.003845492568789,0.1952300095656103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.602617338278483,6.243291224630674]}",6.602617338278483,6.243291224630674,POINT (6.602617338278482 6.243291224630673),57,Aniocha South,,,,NG010002,Delta,,,,NG010,Nigeria,,,,NG,2019-04-17,,870.4803051,v01,en,,,,Aniocha South,Delta North,NG01002,6.14492469,6.4739027,0.0,Delta,Aniocha South,Coastal/Delta,River+Coastal,0,1,1,0
2225,2225,47,0.0003166272624177,300.7862126779726,0.0034179717931137,0.3720096542866797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.692448866690435,6.243291224630674]}",6.692448866690435,6.243291224630674,POINT (6.692448866690435 6.243291224630673),620,Oshimili North,,,,NG010014,Delta,,,,NG010,Nigeria,,,,NG,2019-04-17,,510.20730461,v01,en,,,,Oshimili North,Delta North,NG01002,6.30431944,6.64470056,0.0,Delta,Oshimili North,Coastal/Delta,River+Coastal,0,1,1,0
2226,2226,26,5.4756857009306175e-05,300.6479311382571,0.0034408836478584,0.1833033594351708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.782280395102387,6.243291224630674]}",6.782280395102387,6.243291224630674,POINT (6.7822803951023864 6.243291224630673),52,Anambra West,,,,NG004003,Anambra,,,,NG004,Nigeria,,,,NG,2019-04-17,,953.64598908,v01,en,,,,Anambra West,Anambra North,NG00402,6.49256952,6.77657859,0.0,Anambra,Anambra West,Eastern Flooding,River Niger,0,1,2,0
2227,2227,54,6.083798620701924e-05,300.27162972349663,0.0038175559452344,0.1929087732437805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.872111923514339,6.243291224630674]}",6.872111923514339,6.243291224630674,POINT (6.872111923514339 6.243291224630673),635,Oyi,,,,NG004021,Anambra,,,,NG004,Nigeria,,,,NG,2019-04-17,,135.07441465,v01,en,,,,Oyi,Anambra North,NG00402,6.22739384,6.90028613,0.0,Anambra,Oyi,Eastern Flooding,River Niger,0,1,1,0
2228,2228,77,8.747793669463401e-05,300.2330696562119,0.0039750601954912,0.203635948897315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.961943451926292,6.243291224630674]}",6.961943451926292,6.243291224630674,POINT (6.961943451926292 6.243291224630673),635,Oyi,,,,NG004021,Anambra,,,,NG004,Nigeria,,,,NG,2019-04-17,,135.07441465,v01,en,,,,Oyi,Anambra North,NG00402,6.22739384,6.90028613,0.0,Anambra,Oyi,Eastern Flooding,River Niger,0,1,2,0
2229,2229,72,0.0005382848338197,300.59072627467,0.0042795407875836,0.3078004203574683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0517749803382435,6.243291224630674]}",7.051774980338244,6.243291224630674,POINT (7.051774980338243 6.243291224630673),78,Awka South,,,,NG004006,Anambra,,,,NG004,Nigeria,,,,NG,2019-04-17,,173.42762836,v01,en,,,,Awka South,Anambra Central,NG00401,6.19303161,7.09343808,0.0,Anambra,Awka South,Eastern Flooding,River Niger,0,1,5,1
2230,2230,50,0.0005382848338197,300.59072627467,0.0042795407875836,0.3078004203574683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.141606508750196,6.243291224630674]}",7.141606508750196,6.243291224630674,POINT (7.141606508750195 6.243291224630673),77,Awka North,,,,NG004005,Anambra,,,,NG004,Nigeria,,,,NG,2019-04-17,,345.40147309,v01,en,,,,Awka North,Anambra Central,NG00401,6.33975053,7.06049307,0.0,Anambra,Awka North,Eastern Flooding,River Niger,0,1,6,1
2231,2231,54,0.0006218750670803,300.7453082218287,0.0045417074717395,0.3145404213841929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.231438037162148,6.243291224630674]}",7.231438037162148,6.243291224630674,POINT (7.231438037162147 6.243291224630673),578,Oji-River,,,,NG014014,Enugu,,,,NG014,Nigeria,,,,NG,2019-04-17,,411.37868718,v01,en,,,,Oji-River,Enugu West,NG01403,6.16549323,7.3030229,0.0,Enugu,Oji-River,Eastern Flooding,Topographic Runoff,0,0,7,1
2232,2232,263,0.0001001880048943,300.30308486402174,0.0045613248028437,0.2065565386954533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.3212695655741,6.243291224630674]}",7.3212695655741,6.243291224630674,POINT (7.321269565574099 6.243291224630673),715,Udi,,,,NG014016,Enugu,,,,NG014,Nigeria,,,,NG,2019-04-17,,890.8502707,v01,en,,,,Udi,Enugu West,NG01403,6.43614892,7.39873639,0.0,Enugu,Udi,Eastern Flooding,Topographic Runoff,0,0,2,0
2233,2233,316,0.000228928943602,299.998598084536,0.0042839571047801,0.2741897138453097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.411101093986052,6.243291224630674]}",7.411101093986052,6.243291224630674,POINT (7.411101093986052 6.243291224630673),76,Awgu,,,,NG014002,Enugu,,,,NG014,Nigeria,,,,NG,2019-04-17,,441.58805605,v01,en,,,,Awgu,Enugu West,NG01403,6.17313265,7.45124783,0.0,Enugu,Awgu,Eastern Flooding,Topographic Runoff,0,0,2,0
2234,2234,191,0.0004415065152141,300.4692358750826,0.0039698757237752,0.3921872502716831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.500932622398004,6.243291224630674]}",7.500932622398004,6.243291224630674,POINT (7.500932622398003 6.243291224630673),533,Nkanu West,,,,NG014012,Enugu,,,,NG014,Nigeria,,,,NG,2019-04-17,,254.90198082,v01,en,,,,Nkanu West,Enugu East,NG01402,6.32814546,7.53439992,0.0,Enugu,Nkanu West,Eastern Flooding,Topographic Runoff,0,0,5,1
2235,2235,136,0.0004182063223346,301.07870518103886,0.0036814482628144,0.38680515872567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.590764150809957,6.243291224630674]}",7.590764150809957,6.243291224630674,POINT (7.590764150809957 6.243291224630673),532,Nkanu East,,,,NG014011,Enugu,,,,NG014,Nigeria,,,,NG,2019-04-17,,760.16729422,v01,en,,,,Nkanu East,Enugu East,NG01402,6.33502602,7.67259253,0.0,Enugu,Nkanu East,Eastern Flooding,Topographic Runoff,0,0,4,1
2236,2236,76,0.0003783977273826,301.0742147466866,0.003773464823886,0.3898323148457268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.680595679221908,6.243291224630674]}",7.680595679221908,6.243291224630674,POINT (7.680595679221907 6.243291224630673),532,Nkanu East,,,,NG014011,Enugu,,,,NG014,Nigeria,,,,NG,2019-04-17,,760.16729422,v01,en,,,,Nkanu East,Enugu East,NG01402,6.33502602,7.67259253,0.0,Enugu,Nkanu East,Eastern Flooding,Topographic Runoff,0,0,4,1
2237,2237,63,0.0004110452466117,301.083626399352,0.003863945419373,0.3900577023423612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.770427207633861,6.243291224630674]}",7.770427207633861,6.243291224630674,POINT (7.770427207633861 6.243291224630673),600,Onicha,,,,NG011013,Ebonyi,,,,NG011,Nigeria,,,,NG,2019-04-17,,439.23101081,v01,en,,,,Onicha,Ebonyi South,NG01101,6.11853244,7.81659689,0.0,Ebonyi,Onicha,Eastern Flooding,River Flooding,0,0,6,1
2238,2238,59,0.000420284762278,301.1880205294578,0.0039074308911521,0.3855358624628798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860258736045813,6.243291224630674]}",7.860258736045813,6.243291224630674,POINT (7.860258736045813 6.243291224630673),361,Ishielu,,,,NG011008,Ebonyi,,,,NG011,Nigeria,,,,NG,2019-04-17,,695.14308515,v01,en,,,,Ishielu,Ebonyi Central,NG01102,6.40960598,7.84359249,0.0,Ebonyi,Ishielu,Eastern Flooding,River Flooding,0,0,6,1
2239,2239,66,0.0003955446826383,301.1354332776916,0.0038178775681979,0.3824263769579529,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.950090264457765,6.243291224630674]}",7.950090264457765,6.243291224630674,POINT (7.950090264457764 6.243291224630673),216,Ezza North,,,,NG011005,Ebonyi,,,,NG011,Nigeria,,,,NG,2019-04-17,,413.47215522,v01,en,,,,Ezza North,Ebonyi Central,NG01102,6.26368207,7.97949212,0.0,Ebonyi,Ezza North,Eastern Flooding,River Flooding,0,0,3,0
2240,2240,70,0.0003955446826383,301.1354332776916,0.0038178775681979,0.3824263769579529,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.039921792869718,6.243291224630674]}",8.039921792869718,6.243291224630674,POINT (8.039921792869716 6.243291224630673),216,Ezza North,,,,NG011005,Ebonyi,,,,NG011,Nigeria,,,,NG,2019-04-17,,413.47215522,v01,en,,,,Ezza North,Ebonyi Central,NG01102,6.26368207,7.97949212,0.0,Ebonyi,Ezza North,Eastern Flooding,River Flooding,0,0,3,0
2241,2241,48,0.0003482232398227,301.14121342677385,0.0037264292643706,0.3803049540494321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.129753321281669,6.243291224630674]}",8.129753321281669,6.243291224630674,POINT (8.129753321281669 6.243291224630673),5,Abakaliki,,,,NG011001,Ebonyi,,,,NG011,Nigeria,,,,NG,2019-04-17,,463.37249077,v01,en,,,,Abakaliki,Ebonyi North,NG01103,6.25661359,8.24423529,0.0,Ebonyi,Abakaliki,Eastern Flooding,River Flooding,0,0,2,0
2242,2242,51,0.0003282676333164,301.2000612717103,0.00367178195572,0.3865795736169229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.219584849693621,6.243291224630674]}",8.219584849693621,6.243291224630674,POINT (8.219584849693621 6.243291224630673),5,Abakaliki,,,,NG011001,Ebonyi,,,,NG011,Nigeria,,,,NG,2019-04-17,,463.37249077,v01,en,,,,Abakaliki,Ebonyi North,NG01103,6.25661359,8.24423529,0.0,Ebonyi,Abakaliki,Eastern Flooding,River Flooding,0,0,2,0
2243,2243,51,0.0003110271836458,301.137772615108,0.0036892325416882,0.386125325757621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.309416378105574,6.243291224630674]}",8.309416378105574,6.243291224630674,POINT (8.309416378105574 6.243291224630673),5,Abakaliki,,,,NG011001,Ebonyi,,,,NG011,Nigeria,,,,NG,2019-04-17,,463.37249077,v01,en,,,,Abakaliki,Ebonyi North,NG01103,6.25661359,8.24423529,0.0,Ebonyi,Abakaliki,Eastern Flooding,River Flooding,0,0,2,0
2244,2244,35,0.0003519086520022,301.1599461033014,0.0037427938372523,0.3873585469280591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.399247906517525,6.243291224630674]}",8.399247906517525,6.243291224630674,POINT (8.399247906517525 6.243291224630673),5,Abakaliki,,,,NG011001,Ebonyi,,,,NG011,Nigeria,,,,NG,2019-04-17,,463.37249077,v01,en,,,,Abakaliki,Ebonyi North,NG01103,6.25661359,8.24423529,0.0,Ebonyi,Abakaliki,Eastern Flooding,River Flooding,0,0,4,1
2245,2245,32,0.000404821801463,301.13289619119683,0.0041720208366908,0.3911437950557938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.489079434929478,6.243291224630674]}",8.489079434929478,6.243291224630674,POINT (8.489079434929478 6.243291224630673),329,Ikom,,,,NG009012,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,1967.79132186,v01,en,,,,Ikom,Cross River Central,NG00901,6.06133249,8.66787063,0.0,Cross River,Ikom,Coastal/Delta,Coastal+River,0,0,3,0
2246,2246,45,0.0004820752972231,300.7958877113119,0.0046915955487601,0.3967538938372895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.57891096334143,6.243291224630674]}",8.57891096334143,6.243291224630674,POINT (8.578910963341428 6.243291224630673),329,Ikom,,,,NG009012,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,1967.79132186,v01,en,,,,Ikom,Cross River Central,NG00901,6.06133249,8.66787063,0.0,Cross River,Ikom,Coastal/Delta,Coastal+River,0,0,3,0
2247,2247,120,0.0005662022851363,300.5122471537634,0.005065478356922,0.398160627438527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.668742491753383,6.243291224630674]}",8.668742491753383,6.243291224630674,POINT (8.668742491753381 6.243291224630673),329,Ikom,,,,NG009012,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,1967.79132186,v01,en,,,,Ikom,Cross River Central,NG00901,6.06133249,8.66787063,0.0,Cross River,Ikom,Coastal/Delta,Coastal+River,0,0,2,0
2248,2248,133,0.0006410872171807,300.2049260698786,0.0058317175671167,0.4160359294269791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.758574020165334,6.243291224630674]}",8.758574020165334,6.243291224630674,POINT (8.758574020165334 6.243291224630673),117,Boki,,,,NG009008,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,2885.63328924,v01,en,,,,Boki,Cross River Central,NG00901,6.270648,9.04285908,0.0,Cross River,Boki,Coastal/Delta,Coastal+River,0,0,3,0
2249,2249,143,0.0006410872171807,300.2049260698786,0.0058317175671167,0.4160359294269791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.848405548577286,6.243291224630674]}",8.848405548577286,6.243291224630674,POINT (8.848405548577286 6.243291224630673),117,Boki,,,,NG009008,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,2885.63328924,v01,en,,,,Boki,Cross River Central,NG00901,6.270648,9.04285908,0.0,Cross River,Boki,Coastal/Delta,Coastal+River,0,0,3,0
2250,2250,169,0.0007558312591816,299.8386976009056,0.006407304156062,0.4175304016456855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.938237076989239,6.243291224630674]}",8.938237076989239,6.243291224630674,POINT (8.938237076989239 6.243291224630673),117,Boki,,,,NG009008,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,2885.63328924,v01,en,,,,Boki,Cross River Central,NG00901,6.270648,9.04285908,0.0,Cross River,Boki,Coastal/Delta,Coastal+River,0,0,3,0
2251,2251,291,0.00085449704687,299.4736673264278,0.0066879769432402,0.41740948044327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.028068605401192,6.243291224630674]}",9.028068605401192,6.243291224630674,POINT (9.02806860540119 6.243291224630673),117,Boki,,,,NG009008,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,2885.63328924,v01,en,,,,Boki,Cross River Central,NG00901,6.270648,9.04285908,0.0,Cross River,Boki,Coastal/Delta,Coastal+River,0,0,3,0
2252,2252,263,0.0009676510649204,299.3595945601163,0.0074307941362514,0.4196476094094868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117900133813142,6.243291224630674]}",9.117900133813142,6.243291224630674,POINT (9.117900133813142 6.243291224630673),117,Boki,,,,NG009008,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,2885.63328924,v01,en,,,,Boki,Cross River Central,NG00901,6.270648,9.04285908,0.0,Cross River,Boki,Coastal/Delta,Coastal+River,0,0,4,1
2253,2253,202,0.0009214115103376,299.37439877515783,0.0075609069577436,0.412535323411856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.207731662225095,6.243291224630674]}",9.207731662225097,6.243291224630674,POINT (9.207731662225093 6.243291224630673),117,Boki,,,,NG009008,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,2885.63328924,v01,en,,,,Boki,Cross River Central,NG00901,6.270648,9.04285908,0.0,Cross River,Boki,Coastal/Delta,Coastal+River,0,0,4,1
2254,2254,299,0.0008918227553911,299.14117286667044,0.0074251098703395,0.3939879786092259,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.297563190637048,6.243291224630674]}",9.297563190637048,6.243291224630674,POINT (9.297563190637048 6.243291224630673),117,Boki,,,,NG009008,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,2885.63328924,v01,en,,,,Boki,Cross River Central,NG00901,6.270648,9.04285908,0.0,Cross River,Boki,Coastal/Delta,Coastal+River,0,0,2,0
2255,2255,832,0.0008463510322766,298.7515422206445,0.0073323541511431,0.38534884595733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.387394719048999,6.243291224630674]}",9.387394719049,6.243291224630674,POINT (9.387394719048997 6.243291224630673),544,Obanliku,,,,NG009013,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,938.52789055,v01,en,,,,Obanliku,Cross River North,NG00902,6.49426574,9.35415585,6530.660673918759,Cross River,Obanliku,Coastal/Delta,Coastal+River,0,0,2,0
2256,2256,1193,0.0026224752550579,297.4526294839989,0.0079591011362132,0.3277551403478018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.477226247460951,6.243291224630674]}",9.477226247460951,6.243291224630674,POINT (9.477226247460951 6.243291224630673),544,Obanliku,,,,NG009013,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,938.52789055,v01,en,,,,Obanliku,Cross River North,NG00902,6.49426574,9.35415585,10918.047616191285,Cross River,Obanliku,Coastal/Delta,Coastal+River,0,0,5,1
2257,2257,889,0.0028681666685913,295.95946571864295,0.0082303264749767,0.3328501096186022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.567057775872904,6.243291224630674]}",9.567057775872904,6.243291224630674,POINT (9.567057775872904 6.243291224630673),544,Obanliku,,,,NG009013,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,938.52789055,v01,en,,,,Obanliku,Cross River North,NG00902,6.49426574,9.35415585,17935.615824391454,Cross River,Obanliku,Coastal/Delta,Coastal+River,0,0,5,1
